Date,Account,Description,Transaction Type,Symbol,Quantity,Price,Gross Amount,Commission,Net Amount
2019-01-15,TFSA,JPMORGAN CHASE & CO,Sell,JPM,-13,99.4600  USD,"1,715.14",-1.35,"1,713.79"
2019-01-08,TFSA,"Net Amount in Base from Forex Trade: 2,500 USD.CAD",Forex Trade Component,USD.CAD,"2,500.00",1.3300  CAD,-9.38,-2.66,-9.38
2019-01-08,TFSA,JPMORGAN CHASE & CO,Buy,JPM,13,99.6500  USD,"-1,719.45",-1.33,"-1,720.78"
2019-01-08,TFSA,VISA INC-CLASS A SHARES,Buy,V,9,136.8590  USD,"-1,634.88",-1.33,"-1,636.20"
2019-01-04,TFSA,Electronic Fund Transfer (Regular Contribution),Deposit,-,-,-,"6,000.00",-,"6,000.00"
2019-01-04,TFSA,"Net Amount in Base from Forex Trade: 1,000 USD.CAD",Forex Trade Component,USD.CAD,"1,000.00",1.3440  CAD,-9.3,-2.7,-9.3
2019-01-04,TFSA,APPLE INC,Buy,AAPL,7,144.5900  USD,"-1,353.62",-1.34,"-1,354.96"
2019-01-04,Margin,USD Net Short Stock Interest for Dec-2018,Credit Interest,-,-,-,0.03,-,0.03
2019-01-03,TFSA,Balance of Monthly Minimum Fee for Dec 2018,Other Fee,-,-,-,-3.09,-,-3.09
2019-01-03,RRSP,Balance of Monthly Minimum Fee for Dec 2018,Other Fee,-,-,-,-1.73,-,-1.73
2019-01-02,RRSP,RRSP Quarterly Fee 2018 Q4,Other Fee,-,-,-,-12.5,-,-12.5
2019-01-02,RRSP,GST-HST RRSP Quarterly Fee 2018 Q4,Sales Tax,-,-,-,-1.63,-,-1.63
2018-12-27,Margin,XLU(US81369Y8865) Cash Dividend 0.45901900 USD per Share (Ordinary Dividend),Dividend,XLU,-,-,10.62,-,10.62
2018-12-27,Margin,XLU(US81369Y8865) Cash Dividend 0.45901900 USD per Share - US Tax,Foreign Tax Withholding,XLU,-,-,-3.19,-,-3.19
2018-12-21,TFSA,NVDA(US67066G1040) Cash Dividend 0.16000000 USD per Share (Ordinary Dividend),Dividend,NVDA,-,-,11.75,-,11.75
2018-12-21,TFSA,NVDA(US67066G1040) Cash Dividend 0.16000000 USD per Share - US Tax,Foreign Tax Withholding,NVDA,-,-,-1.77,-,-1.77
2018-12-13,TFSA,MSFT (US5949181045) Cash Dividend USD 0.46 (Ordinary Dividend),Dividend,MSFT,-,-,24.57,-,24.57
2018-12-13,TFSA,MSFT (US5949181045) Cash Dividend USD 0.46 - US Tax,Foreign Tax Withholding,MSFT,-,-,-3.69,-,-3.69
2018-12-13,RRSP,APHRIA INC,Buy,APHA,80,7.0700  CAD,-565.6,-1,-566.6
2018-12-13,TFSA,APHRIA INC,Buy,APHA,30,7.0700  CAD,-212.1,-1,-213.1
2018-12-11,Margin,UTILITIES SELECT SECTOR SPDR,Buy,XLU,17,56.5550  USD,"-1,287.36",-1.34,"-1,288.70"
2018-12-06,TFSA,Balance of Monthly Minimum Fee for Nov 2018,Other Fee,-,-,-,-0.07,-,-0.07
2018-12-05,Margin,USD Debit Interest for Nov-2018,Debit Interest,-,-,-,-0.16,-,-0.16
2018-12-04,TFSA,V(US92826C8394) Cash Dividend 0.25000000 USD per Share (Ordinary Dividend),Dividend,V,-,-,23.21,-,23.21
2018-12-04,TFSA,V(US92826C8394) Cash Dividend 0.25000000 USD per Share - US Tax,Foreign Tax Withholding,V,-,-,-3.49,-,-3.49
2018-11-15,RRSP,AAPL(US0378331005) Cash Dividend 0.73000000 USD per Share (Ordinary Dividend),Dividend,AAPL,-,-,15.39,-,15.39
2018-11-15,TFSA,AAPL(US0378331005) Cash Dividend 0.73000000 USD per Share (Ordinary Dividend),Dividend,AAPL,-,-,43.29,-,43.29
2018-11-15,TFSA,AAPL(US0378331005) Cash Dividend 0.73000000 USD per Share - US Tax,Foreign Tax Withholding,AAPL,-,-,-6.5,-,-6.5
2018-11-06,Margin,Electronic Fund Transfer,Deposit,-,-,-,"1,600.00",-,"1,600.00"
2018-11-06,Margin,"Net Amount in Base from Forex Trade: 1,300 USD.CAD",Forex Trade Component,USD.CAD,"1,300.00",1.3134  CAD,-3.93,-2.62,-3.93
2018-11-05,Margin,USD Debit Interest for Oct-2018,Debit Interest,-,-,-,-0.59,-,-0.59
2018-11-05,RRSP,"Net Amount in Base from Forex Trade: 2,000 USD.CAD",Forex Trade Component,USD.CAD,"2,000.00",1.3104  CAD,-1.5,-2.62,-1.5
2018-11-05,RRSP,APPLE INC,Buy,AAPL,9,201.2500  USD,"-2,374.55",-1.31,"-2,375.86"
2018-11-02,RRSP,APPLE INC,Buy,AAPL,7,211.3950  USD,"-1,939.38",-1.31,"-1,940.69"
2018-10-30,Margin,Electronic Fund Transfer,Deposit,-,-,-,800,-,800
2018-10-30,Margin,Net Amount in Base from Forex Trade: 500 USD.CAD,Forex Trade Component,USD.CAD,500,1.3138  CAD,-4.03,-2.63,-4.03
2018-10-30,RRSP,"Net Amount in Base from Forex Trade: 3,800 USD.CAD",Forex Trade Component,USD.CAD,"3,800.00",1.3137  CAD,-13,-2.63,-13
2018-10-30,RRSP,AMAZON.COM INC,Buy,AMZN,2,1499.7300  USD,"-3,932.29",-1.31,"-3,933.60"
2018-10-29,Margin,"Net Amount in Base from Forex Trade: 2,821 USD.CAD",Forex Trade Component,USD.CAD,"2,821.00",1.3115  CAD,2.8,-2.62,2.8
2018-10-29,RRSP,VANGUARD US TOTAL MARKET IND,Sell,VUN,-100,48.7400  CAD,"4,874.00",-1,"4,873.00"
2018-10-29,RRSP,VANGUARD US TOTAL MARKET IND,Sell,VUN,-50,48.7400  CAD,"2,437.00",-0.5,"2,436.50"
2018-10-25,RRSP,VANGUARD US TOTAL MARKET IND,Buy,VUN,50,48.8300  CAD,"-2,441.50",-1,"-2,442.50"
2018-10-25,RRSP,VANGUARD US TOTAL MARKET IND,Buy,VUN,100,48.8300  CAD,"-4,883.00",-0.5,"-4,883.50"
2018-10-25,Margin,AMAZON.COM INC,Buy,AMZN,2,1739.7100  USD,"-4,547.60",-1.31,"-4,548.91"
2018-10-23,Margin,Electronic Fund Transfer,Deposit,-,-,-,"2,200.00",-,"2,200.00"
2018-10-16,Margin,Electronic Fund Transfer,Deposit,-,-,-,"1,500.00",-,"1,500.00"
2018-10-16,RRSP,ISHARES S&P/TSX CAPPED INFO,Sell,XIT,-200,18.1700  CAD,"3,634.00",-2,"3,632.00"
2018-10-16,RRSP,ISHARES S&P/TSX CAPPED INFO,Sell,XIT,-50,18.1600  CAD,908,-0.5,907.5
2018-10-11,TFSA,MICROSOFT CORP,Buy,MSFT,40,107.0700  USD,"-5,581.77",-1.3,"-5,583.08"
2018-10-11,TFSA,NVIDIA CORP,Buy,NVDA,9,239.1776  USD,"-2,805.48",-1.3,"-2,806.78"
2018-10-11,RRSP,ISHARES S&P/TSX CAPPED INFO,Buy,XIT,50,17.8300  CAD,-891.5,-1,-892.5
2018-10-11,RRSP,ISHARES S&P/TSX CAPPED INFO,Buy,XIT,200,17.8200  CAD,"-3,564.00",-1.5,"-3,565.50"
2018-10-09,TFSA,CHARLOTTES WEB HOLDINGS INC,Sell,CWEB,-20,16.7000  CAD,334,-1,333
2018-10-09,RRSP,CANOPY GROWTH CORP,Sell,WEED,-100,63.7500  CAD,"6,375.00",-1,"6,374.00"
2018-10-09,TFSA,APPLE INC,Buy,AAPL,45,226.5500  USD,"-13,200.16",-1.29,"-13,201.46"
2018-10-08,TFSA,VISA INC-CLASS A SHARES,Buy,V,30,141.0900  USD,"-5,485.58",-1.3,"-5,486.88"
2018-10-03,TFSA,APPLE INC,Sell,AAPL,-55,232.2411  USD,"16,437.91",-1.51,"16,436.40"
2018-10-03,TFSA,CHEGG INC,Sell,CHGG,-150,29.0810  USD,"5,613.65",-1.38,"5,612.27"
2018-10-02,TFSA,NVIDIA CORP,Sell,NVDA,-35,291.0000  USD,"13,059.21",-1.46,"13,057.75"
2018-10-02,TFSA,NVIDIA CORP,Buy,NVDA,45,287.8000  USD,"-16,605.77",-1.28,"-16,607.05"
2018-10-02,TFSA,VISA INC-CLASS A SHARES,Buy,V,40,150.1300  USD,"-7,699.87",-1.28,"-7,701.15"
2018-10-02,RRSP,"Net Amount in Base from Forex Trade: -4,330 USD.CAD",Forex Trade Component,USD.CAD,"-4,330.00",1.2812  CAD,-6.76,-2.56,-6.76
2018-10-02,RRSP,CANOPY GROWTH CORP,Buy,WEED,100,59.4400  CAD,"-5,944.00",-1,"-5,945.00"
2018-10-01,RRSP,RRSP Quarterly Fee 2018 Q3,Other Fee,-,-,-,-12.5,-,-12.5
2018-10-01,RRSP,GST-HST RRSP Quarterly Fee 2018 Q3,Sales Tax,-,-,-,-1.63,-,-1.63
2018-09-27,TFSA,CHEGG INC,Buy,CHGG,100,27.6750  USD,"-3,609.37",-1.3,"-3,610.68"
2018-09-27,TFSA,CHEGG INC,Buy,CHGG,50,27.6750  USD,"-1,804.69",-,"-1,804.69"
2018-09-26,TFSA,ALIBABA GROUP HOLDING-SP ADR,Buy,BABA,60,166.8575  USD,"-13,033.91",-1.3,"-13,035.21"
2018-09-26,TFSA,ALIBABA GROUP HOLDING-SP ADR,Sell,BABA,-60,167.0000  USD,"13,045.04",-1.48,"13,043.56"
2018-09-25,TFSA,SQUARE INC - A,Sell,SQ,-60,92.2400  USD,"7,168.15",-1.4,"7,166.76"
2018-09-25,RRSP,SQUARE INC - A,Sell,SQ,-45,92.1425  USD,"5,370.43",-1.37,"5,369.06"
2018-09-25,TFSA,MICROSOFT CORP,Sell,MSFT,-89,114.1200  USD,"13,154.93",-1.48,"13,153.45"
2018-09-19,TFSA,APPLE INC,Buy,AAPL,55,218.6700  USD,"-15,536.28",-1.29,"-15,537.58"
2018-09-19,TFSA,SQUARE INC - A,Buy,SQ,60,88.8900  USD,"-6,889.69",-1.29,"-6,890.98"
2018-09-19,TFSA,CHARLOTTES WEB HOLDINGS INC,Buy,CWEB,20,16.6000  CAD,-332,-1,-333
2018-09-19,RRSP,CHARLOTTES WEB HOLDINGS INC,Buy,CWEB,300,16.6500  CAD,"-4,995.00",-3,"-4,998.00"
2018-09-19,RRSP,CHARLOTTES WEB HOLDINGS INC,Buy,CWEB,50,16.6500  CAD,-832.5,-0.5,-833
2018-09-19,RRSP,SQUARE INC - A,Buy,SQ,45,84.5000  USD,"-4,912.07",-1.29,"-4,913.36"
2018-09-13,TFSA,MSFT (US5949181045) Cash Dividend USD 0.42000000 (Ordinary Dividend),Dividend,MSFT,-,-,48.59,-,48.59
2018-09-13,TFSA,MSFT (US5949181045) Cash Dividend USD 0.42000000 - US Tax,Foreign Tax Withholding,MSFT,-,-,-7.29,-,-7.29
2018-09-12,TFSA,PAYPAL HOLDINGS INC,Sell,PYPL,-150,90.7900  USD,"17,701.33",-1.55,"17,699.77"
2018-09-11,RRSP,Electronic Fund Transfer (Regular Contribution),Deposit,-,-,-,"4,000.00",-,"4,000.00"
2018-09-11,TFSA,ORGANIGRAM HOLDINGS INC,Buy,OGI,200,7.8100  CAD,"-1,562.00",-2,"-1,564.00"
2018-09-11,TFSA,ORGANIGRAM HOLDINGS INC,Buy,OGI,50,7.8100  CAD,-390.5,-0.5,-391
2018-09-11,TFSA,ORGANIGRAM HOLDINGS INC,Buy,OGI,500,7.8100  CAD,"-3,905.00",-5,"-3,910.00"
2018-09-10,TFSA,NVIDIA CORP,Buy,NVDA,35,275.1300  USD,"-12,675.38",-1.32,"-12,676.69"
2018-09-06,TFSA,PAYPAL HOLDINGS INC,Buy,PYPL,123,88.8700  USD,"-14,363.35",-1.31,"-14,364.66"
2018-09-06,TFSA,PAYPAL HOLDINGS INC,Buy,PYPL,27,88.8700  USD,"-3,152.93",-,"-3,152.93"
2018-09-05,RRSP,FACEBOOK INC-A,Sell,FB,-25,169.8200  USD,"5,594.72",-1.39,"5,593.33"
2018-09-05,RRSP,Balance of Monthly Minimum Fee for Aug 2018,Other Fee,-,-,-,-2.42,-,-2.42
2018-08-31,TFSA,APPLE INC,Sell,AAPL,-65,227.1400  USD,"19,252.39",-1.56,"19,250.82"
2018-08-30,TFSA,JPMORGAN CHASE & CO,Sell,JPM,-100,115.7550  USD,"15,027.31",-1.51,"15,025.81"
2018-08-30,TFSA,MICRON TECHNOLOGY INC,Sell,MU,-23,53.1127  USD,"1,585.87",-1.32,"1,584.55"
2018-08-28,TFSA,Electronic Fund Transfer (Regular Contribution),Deposit,-,-,-,"1,577.28",-,"1,577.28"
2018-08-21,TFSA,CANOPY GROWTH CORP,Sell,WEED,-85,50.7500  CAD,"4,313.75",-1,"4,312.75"
2018-08-16,TFSA,AAPL(US0378331005) Cash Dividend 0.73000000 USD per Share (Ordinary Dividend),Dividend,AAPL,-,-,62.43,-,62.43
2018-08-16,TFSA,AAPL(US0378331005) Cash Dividend 0.73000000 USD per Share - US Tax,Foreign Tax Withholding,AAPL,-,-,-9.37,-,-9.37
2018-08-02,TFSA,Balance of Monthly Minimum Fee for Jul 2018,Other Fee,-,-,-,-2.9,-,-2.9
2018-08-02,RRSP,Balance of Monthly Minimum Fee for Jul 2018,Other Fee,-,-,-,-0.21,-,-0.21
2018-07-31,TFSA,JPM (US46625H1005) Cash Dividend USD 0.56000000 (Ordinary Dividend),Dividend,JPM,-,-,72.84,-,72.84
2018-07-31,TFSA,JPM (US46625H1005) Cash Dividend USD 0.56000000 - US Tax,Foreign Tax Withholding,JPM,-,-,-10.93,-,-10.93
2018-07-27,RRSP,INTEL CORP,Sell,INTC,-95,49.1200  USD,"6,093.39",-1.4,"6,091.99"
2018-07-27,RRSP,HARVEST ONE CANNABIS INC,Sell,HVT,-110,0.6700  CAD,73.7,-1,72.7
2018-07-27,RRSP,FACEBOOK INC-A,Buy,FB,25,177.2573  USD,"-5,786.56",-1.31,"-5,787.87"
2018-07-24,TFSA,CANOPY GROWTH CORP,Buy,WEED,85,33.1400  CAD,"-2,816.90",-1,"-2,817.90"
2018-07-11,TFSA,IQ(312029611) ADR Fee 0.02000000 USD per Share,Other Fee,IQ,-,-,-2.89,-,-2.89
2018-07-04,TFSA,Electronic Fund Transfer (Regular Contribution),Deposit,-,-,-,"2,000.00",-,"2,000.00"
2018-07-03,RRSP,RRSP Quarterly Fee 2018 Q2,Other Fee,-,-,-,-12.5,-,-12.5
2018-07-03,RRSP,GST-HST RRSP Quarterly Fee 2018 Q2,Sales Tax,-,-,-,-1.63,-,-1.63
2018-06-29,TFSA,Electronic Fund Transfer (Regular Contribution),Deposit,-,-,-,"1,000.00",-,"1,000.00"
2018-06-26,TFSA,"Net Amount in Base from Forex Trade: 1,200 USD.CAD",Forex Trade Component,USD.CAD,"1,200.00",1.3309  CAD,-3.24,-2.66,-3.24
2018-06-26,TFSA,MICRON TECHNOLOGY INC,Buy,MU,23,53.8685  USD,"-1,648.33",-1.33,"-1,649.66"
2018-06-26,TFSA,Net Amount in Base from Forex Trade: -100 USD.CAD,Forex Trade Component,USD.CAD,-100,1.3309  CAD,-2.61,-2.66,-2.61
2018-06-22,RRSP,HYDROPOTHECARY CORP/THE,Sell,HEXO,-100,5.4400  CAD,544,-1,543
2018-06-22,RRSP,HYDROPOTHECARY CORP/THE,Sell,HEXO,-40,5.4400  CAD,217.6,-0.4,217.2
2018-06-22,RRSP,HYDROPOTHECARY CORP/THE,Sell,HEXO,-600,5.4400  CAD,"3,264.00",-6,"3,258.00"
2018-06-21,TFSA,"Net Amount in Base from Forex Trade: 2,000 USD.CAD",Forex Trade Component,USD.CAD,"2,000.00",1.3319  CAD,-3.34,-2.66,-3.34
2018-06-21,TFSA,IQIYI INC-ADR,Buy,IQ,50,38.7769  USD,"-2,581.77",-1.33,"-2,583.10"
2018-06-20,TFSA,Electronic Fund Transfer (Regular Contribution),Deposit,-,-,-,"2,000.00",-,"2,000.00"
2018-06-19,TFSA,Electronic Fund Transfer (Regular Contribution),Deposit,-,-,-,"2,000.00",-,"2,000.00"
2018-06-14,TFSA,MSFT (US5949181045) Cash Dividend USD 0.42000000 (Ordinary Dividend),Dividend,MSFT,-,-,48.98,-,48.98
2018-06-14,TFSA,MSFT (US5949181045) Cash Dividend USD 0.42000000 - US Tax,Foreign Tax Withholding,MSFT,-,-,-7.35,-,-7.35
2018-06-14,TFSA,IQIYI INC-ADR,Buy,IQ,60,38.2085  USD,"-3,004.11",-1.31,"-3,005.42"
2018-06-13,TFSA,Electronic Fund Transfer (Regular Contribution),Deposit,-,-,-,"3,000.00",-,"3,000.00"
2018-06-13,TFSA,"Net Amount in Base from Forex Trade: 2,150 USD.CAD",Forex Trade Component,USD.CAD,"2,150.00",1.2999  CAD,-5.74,-2.6,-5.74
2018-06-06,RRSP,Net Amount in Base from Forex Trade: -2 USD.CAD,Forex Trade Component,USD.CAD,-2,1.2942  CAD,0,-,0
2018-06-06,RRSP,Net Amount in Base from Forex Trade: -1 USD.CAD,Forex Trade Component,USD.CAD,-1,1.2942  CAD,0,-,0
2018-06-05,TFSA,APPLE INC,Buy,AAPL,65,192.9673  USD,"-16,265.60",-1.3,"-16,266.90"
2018-06-05,RRSP,Balance of Monthly Minimum Fee for May 2018,Other Fee,-,-,-,-3.78,-,-3.78
2018-06-01,RRSP,INTC (US4581401001) Cash Dividend USD 0.30000000 (Ordinary Dividend),Dividend,INTC,-,-,36.91,-,36.91
2018-05-30,TFSA,JPMORGAN CHASE & CO,Buy,JPM,100,106.9573  USD,"-13,768.61",-1.29,"-13,769.90"
2018-05-29,TFSA,MICRON TECHNOLOGY INC,Sell,MU,-100,63.2615  USD,"8,237.28",-1.42,"8,235.86"
2018-05-29,TFSA,MICRON TECHNOLOGY INC,Sell,MU,-100,63.2600  USD,"8,237.08",-0.12,"8,236.96"
2018-05-29,TFSA,MICRON TECHNOLOGY INC,Sell,MU,-50,63.2600  USD,"4,118.54",-0.39,"4,118.16"
2018-05-29,TFSA,MICRON TECHNOLOGY INC,Sell,MU,-100,63.2600  USD,"8,237.08",-0.77,"8,236.31"
2018-05-04,RRSP,Net Amount in Base from Forex Trade: -2 USD.CAD,Forex Trade Component,USD.CAD,-2,1.2841  CAD,0,-,0
2018-05-04,RRSP,Net Amount in Base from Forex Trade: -1 USD.CAD,Forex Trade Component,USD.CAD,-1,1.2840  CAD,0,-,0
2018-05-03,RRSP,Balance of Monthly Minimum Fee for Apr 2018,Other Fee,-,-,-,-3.85,-,-3.85
2018-05-03,TFSA,Balance of Monthly Minimum Fee for Apr 2018,Other Fee,-,-,-,-1.34,-,-1.34
2018-04-12,TFSA,"Net Amount in Base from Forex Trade: 1,150 USD.CAD",Forex Trade Component,USD.CAD,"1,150.00",1.2614  CAD,-5.6,-2.52,-5.6
2018-04-02,RRSP,RRSP Quarterly Fee 2018 Q1,Other Fee,-,-,-,-12.5,-,-12.5
2018-04-02,RRSP,GST-HST RRSP Quarterly Fee 2018 Q1,Sales Tax,-,-,-,-1.63,-,-1.63
2018-03-29,TFSA,"Net Amount in Base from Forex Trade: 8,000 USD.CAD",Forex Trade Component,USD.CAD,"8,000.00",1.2900  CAD,-15.54,-2.58,-15.54
2018-03-29,TFSA,MICROSOFT CORP,Buy,MSFT,89,90.2393  USD,"-10,347.52",-1.29,"-10,348.81"
2018-03-16,TFSA,NVDA(US67066G1040) Cash Dividend 0.15000000 USD per Share (Ordinary Dividend),Dividend,NVDA,-,-,3.14,-,3.14
2018-03-16,TFSA,NVDA(US67066G1040) Cash Dividend 0.15000000 USD per Share - US Tax,Foreign Tax Withholding,NVDA,-,-,-0.47,-,-0.47
2018-03-16,RRSP,NVDA(US67066G1040) Cash Dividend 0.15000000 USD per Share (Ordinary Dividend),Dividend,NVDA,-,-,2.95,-,2.95
2018-03-13,RRSP,NVIDIA CORP,Sell,NVDA,-15,252.4300  USD,"4,909.13",-1.41,"4,907.72"
2018-03-13,TFSA,MICRON TECHNOLOGY INC,Buy,MU,270,62.3600  USD,"-21,829.43",-1.75,"-21,831.18"
2018-03-13,TFSA,MICRON TECHNOLOGY INC,Buy,MU,80,62.3600  USD,"-6,467.98",-0.52,"-6,468.50"
2018-03-13,RRSP,INTEL CORP,Buy,INTC,95,53.5300  USD,"-6,593.16",-1.3,"-6,594.45"
2018-03-06,TFSA,V(US92826C8394) Cash Dividend 0.21000000 USD per Share (Ordinary Dividend),Dividend,V,-,-,18.93,-,18.93
2018-03-06,TFSA,V(US92826C8394) Cash Dividend 0.21000000 USD per Share - US Tax,Foreign Tax Withholding,V,-,-,-2.83,-,-2.83
2018-03-05,TFSA,NVIDIA CORP,Sell,NVDA,-1,234.0000  USD,303.33,-1.3,302.03
2018-03-05,TFSA,NVIDIA CORP,Sell,NVDA,-10,234.0000  USD,"3,033.34",-0.07,"3,033.27"
2018-03-05,TFSA,NVIDIA CORP,Sell,NVDA,-5,234.3200  USD,"1,518.75",-1.33,"1,517.41"
2018-03-05,TFSA,SHOPIFY INC - CLASS A,Sell,SHOP,-2,176.4200  CAD,352.84,-1,351.84
2018-02-27,TFSA,VISA INC-CLASS A SHARES,Sell,V,-70,124.5710  USD,"11,139.76",-1.55,"11,138.22"
2018-02-27,TFSA,AMAZON.COM INC,Sell,AMZN,-1,1514.7000  USD,"1,935.03",-1.32,"1,933.71"
2018-02-14,TFSA,SHOPIFY INC - CLASS A,Sell,SHOP,-50,168.2600  CAD,"8,413.00",-1,"8,412.00"
2018-02-14,TFSA,SHOPIFY INC - CLASS A,Sell,SHOP,-18,171.7800  CAD,"3,092.04",-1,"3,091.04"
2018-02-14,TFSA,ALPHABET INC-CL A,Sell,GOOGL,-7,1072.6100  USD,"9,378.58",-1.47,"9,377.11"
2018-02-07,TFSA,ALPHABET INC-CL A,Buy,GOOGL,7,1074.0000  USD,"-9,447.87",-1.26,"-9,449.13"
2018-02-07,TFSA,VISA INC-CLASS A SHARES,Buy,V,1,120.6200  USD,-151.58,-1.26,-152.84
2018-02-07,TFSA,VISA INC-CLASS A SHARES,Buy,V,6,120.6200  USD,-909.5,-,-909.5
2018-02-07,TFSA,VISA INC-CLASS A SHARES,Buy,V,63,120.6200  USD,"-9,549.74",-,"-9,549.74"
2018-02-05,TFSA,FACEBOOK INC-A,Sell,FB,-27,188.8600  USD,"6,393.91",-1.41,"6,392.51"
2018-01-30,TFSA,AMAZON.COM INC,Sell,AMZN,-8,1427.3111  USD,"14,088.13",-1.56,"14,086.57"
2018-01-29,RRSP,"Net Amount in Base from Forex Trade: -2,818 USD.CAD",Forex Trade Component,USD.CAD,"-2,818.00",1.2341  CAD,-2.04,-2.46,-2.04
2018-01-29,RRSP,HYDROPOTHECARY CORP/THE,Buy,THCX,300,4.4000  CAD,"-1,320.00",-3,"-1,323.00"
2018-01-29,RRSP,HYDROPOTHECARY CORP/THE,Buy,THCX,70,4.4000  CAD,-308,-0.7,-308.7
2018-01-29,RRSP,HYDROPOTHECARY CORP/THE,Buy,THCX,300,4.4000  CAD,"-1,320.00",-3,"-1,323.00"
2018-01-29,RRSP,HYDROPOTHECARY CORP/THE,Buy,THCX,70,4.4000  CAD,-308,-0.7,-308.7
2018-01-29,RRSP,HARVEST ONE CANNABIS INC,Buy,HVST,10,1.7900  CAD,-17.9,-1,-18.9
2018-01-29,RRSP,HARVEST ONE CANNABIS INC,Buy,HVST,100,1.7900  CAD,-179,-,-179
2018-01-26,RRSP,MICRON TECHNOLOGY INC,Sell,MU,-100,43.2900  USD,"5,331.16",-1.37,"5,329.79"
2018-01-10,TFSA,Net Amount in Base from Forex Trade: -0.1939274 USD.CAD,Forex Trade Component,USD.CAD,-0.19,1.2462  CAD,0,-,0
2018-01-08,RRSP,Net Amount in Base from Forex Trade: -9 USD.CAD,Forex Trade Component,USD.CAD,-9,1.2389  CAD,-0.03,-,-0.03
2018-01-08,RRSP,Net Amount in Base from Forex Trade: -1 USD.CAD,Forex Trade Component,USD.CAD,-1,1.2389  CAD,0,-,0
2018-01-08,RRSP,Net Amount in Base from Forex Trade: -36 USD.CAD,Forex Trade Component,USD.CAD,-36,1.2389  CAD,-0.11,-,-0.11
2018-01-08,RRSP,NVIDIA CORP,Sell,NVDA,-10,223.1400  USD,"2,771.40",-1.31,"2,770.09"
2018-01-08,TFSA,Disbursement Initiated by Rishi Sharma,Withdrawal,-,-,-,"-7,650.00",-,"-7,650.00"
2018-01-08,RRSP,NVIDIA CORP,Buy,NVDA,10,221.3000  USD,"-2,748.55",-1.24,"-2,749.79"
2018-01-05,TFSA,"Net Amount in Base from Forex Trade: -6,180 USD.CAD",Forex Trade Component,USD.CAD,"-6,180.00",1.2394  CAD,-13.68,-2.5,-13.68
2018-01-05,RRSP,RRSP Withdrawal Fee 20180105,Other Fee,-,-,-,-50,-,-50
2018-01-05,RRSP,GST-HST RRSP Withdrawal Fee 20180105,Sales Tax,-,-,-,-6.5,-,-6.5
2018-01-04,RRSP,Disbursement Initiated by Rishi Sharma,Withdrawal,-,-,-,"-3,284.17",-,"-3,284.17"
2018-01-04,RRSP,IRA Withholding,Withdrawal,-,-,-,-364.91,-,-364.91
2018-01-04,TFSA,PROSHARES ULTRAPRO S&P 500,Sell,UPRO,-40,148.1300  USD,"7,398.20",-1.43,"7,396.78"
2018-01-02,RRSP,"Net Amount in Base from Forex Trade: -2,800 USD.CAD",Forex Trade Component,USD.CAD,"-2,800.00",1.2572  CAD,14.56,-2.52,14.56
2018-01-02,RRSP,RRSP Quarterly Fee 2017 Q4 (PRORATED),Other Fee,-,-,-,-6.66,-,-6.66
2018-01-02,RRSP,GST-HST RRSP Quarterly Fee 2017 Q4 (PRORATED),Sales Tax,-,-,-,-0.87,-,-0.87
2017-12-26,RRSP,BANK OF AMERICA CORP,Sell,BAC,-85,29.6300  USD,"3,195.28",-1.36,"3,193.93"
2017-12-22,TFSA,Disbursement Initiated by Rishi Sharma,Withdrawal,-,-,-,"-5,178.00",-,"-5,178.00"
2017-12-18,TFSA,VANGUARD US TOTAL MARKET IND,Sell,VUN,-5,48.4900  CAD,242.45,-1,241.45
2017-12-18,TFSA,VANGUARD US TOTAL MARKET IND,Sell,VUN,-100,48.4900  CAD,"4,849.00",-0.05,"4,848.95"
2017-12-18,TFSA,PROSHARES ULTRAPRO S&P 500,Buy,UPRO,25,142.8200  USD,"-4,592.02",-1.29,"-4,593.31"
2017-12-18,TFSA,PROSHARES ULTRAPRO S&P 500,Buy,UPRO,15,142.7700  USD,"-2,754.25",-1.29,"-2,755.53"
2017-12-15,TFSA,NVDA(US67066G1040) Cash Dividend 0.15000000 USD per Share (Ordinary Dividend),Dividend,NVDA,-,-,3.09,-,3.09
2017-12-15,TFSA,NVDA(US67066G1040) Cash Dividend 0.15000000 USD per Share - US Tax,Foreign Tax Withholding,NVDA,-,-,-0.46,-,-0.46
2017-12-13,TFSA,STARBUCKS CORP,Sell,SBUX,-55,59.7000  USD,"4,207.48",-1.39,"4,206.09"
2017-12-13,TFSA,JD.COM INC-ADR,Sell,JD,-65,40.8607  USD,"3,403.33",-1.37,"3,401.96"
2017-12-11,RRSP,"Net Amount in Base from Forex Trade: 6,000 USD.CAD",Forex Trade Component,USD.CAD,"6,000.00",1.2854  CAD,-1.37,-2.57,-1.37
2017-12-11,RRSP,"Net Amount in Base from Forex Trade: 4,000 USD.CAD",Forex Trade Component,USD.CAD,"4,000.00",1.2848  CAD,0.63,-2.57,0.63
2017-12-11,RRSP,NVIDIA CORP,Buy,NVDA,15,192.2800  USD,"-3,707.93",-1.29,"-3,709.21"
2017-12-11,RRSP,MICRON TECHNOLOGY INC,Buy,MU,100,43.2500  USD,"-5,560.22",-1.29,"-5,561.51"
2017-12-11,RRSP,"Net Amount in Base from Forex Trade: -2,000 USD.CAD",Forex Trade Component,USD.CAD,"-2,000.00",1.2852  CAD,-3.29,-2.57,-3.29
